	pathway_name	annotation	interaction_name_2	ligand	receptor
LAMA2_ITGA6_ITGB4	LAMININ	ECM-Receptor	LAMA2 - (ITGA6+ITGB4)	LAMA2	ITGA6,ITGB4
LAMA3_ITGA6_ITGB4	LAMININ	ECM-Receptor	LAMA3 - (ITGA6+ITGB4)	LAMA3	ITGA6,ITGB4
LAMA4_ITGA6_ITGB4	LAMININ	ECM-Receptor	LAMA4 - (ITGA6+ITGB4)	LAMA4	ITGA6,ITGB4
LAMA5_ITGA6_ITGB4	LAMININ	ECM-Receptor	LAMA5 - (ITGA6+ITGB4)	LAMA5	ITGA6,ITGB4
LAMB1_ITGA6_ITGB4	LAMININ	ECM-Receptor	LAMB1 - (ITGA6+ITGB4)	LAMB1	ITGA6,ITGB4
LAMB2_ITGA6_ITGB4	LAMININ	ECM-Receptor	LAMB2 - (ITGA6+ITGB4)	LAMB2	ITGA6,ITGB4
LAMB3_ITGA6_ITGB4	LAMININ	ECM-Receptor	LAMB3 - (ITGA6+ITGB4)	LAMB3	ITGA6,ITGB4
LAMC1_ITGA6_ITGB4	LAMININ	ECM-Receptor	LAMC1 - (ITGA6+ITGB4)	LAMC1	ITGA6,ITGB4
LAMC3_ITGA6_ITGB4	LAMININ	ECM-Receptor	LAMC3 - (ITGA6+ITGB4)	LAMC3	ITGA6,ITGB4
FN1_CD44	FN1	ECM-Receptor	FN1 - CD44	FN1	CD44
COL1A1_CD44	COLLAGEN	ECM-Receptor	COL1A1 - CD44	COL1A1	CD44
COL1A2_CD44	COLLAGEN	ECM-Receptor	COL1A2 - CD44	COL1A2	CD44
COL2A1_CD44	COLLAGEN	ECM-Receptor	COL2A1 - CD44	COL2A1	CD44
COL4A1_CD44	COLLAGEN	ECM-Receptor	COL4A1 - CD44	COL4A1	CD44
COL4A2_CD44	COLLAGEN	ECM-Receptor	COL4A2 - CD44	COL4A2	CD44
COL4A5_CD44	COLLAGEN	ECM-Receptor	COL4A5 - CD44	COL4A5	CD44
COL4A6_CD44	COLLAGEN	ECM-Receptor	COL4A6 - CD44	COL4A6	CD44
COL6A1_CD44	COLLAGEN	ECM-Receptor	COL6A1 - CD44	COL6A1	CD44
COL6A2_CD44	COLLAGEN	ECM-Receptor	COL6A2 - CD44	COL6A2	CD44
COL6A3_CD44	COLLAGEN	ECM-Receptor	COL6A3 - CD44	COL6A3	CD44
COL9A1_CD44	COLLAGEN	ECM-Receptor	COL9A1 - CD44	COL9A1	CD44
COL9A2_CD44	COLLAGEN	ECM-Receptor	COL9A2 - CD44	COL9A2	CD44
COL9A3_CD44	COLLAGEN	ECM-Receptor	COL9A3 - CD44	COL9A3	CD44
LAMA1_CD44	LAMININ	ECM-Receptor	LAMA1 - CD44	LAMA1	CD44
LAMA2_CD44	LAMININ	ECM-Receptor	LAMA2 - CD44	LAMA2	CD44
LAMA3_CD44	LAMININ	ECM-Receptor	LAMA3 - CD44	LAMA3	CD44
LAMA4_CD44	LAMININ	ECM-Receptor	LAMA4 - CD44	LAMA4	CD44
LAMA5_CD44	LAMININ	ECM-Receptor	LAMA5 - CD44	LAMA5	CD44
LAMB1_CD44	LAMININ	ECM-Receptor	LAMB1 - CD44	LAMB1	CD44
LAMB2_CD44	LAMININ	ECM-Receptor	LAMB2 - CD44	LAMB2	CD44
LAMB3_CD44	LAMININ	ECM-Receptor	LAMB3 - CD44	LAMB3	CD44
LAMC1_CD44	LAMININ	ECM-Receptor	LAMC1 - CD44	LAMC1	CD44
LAMC3_CD44	LAMININ	ECM-Receptor	LAMC3 - CD44	LAMC3	CD44
COL1A1_SDC1	COLLAGEN	ECM-Receptor	COL1A1 - SDC1	COL1A1	SDC1
COL1A2_SDC1	COLLAGEN	ECM-Receptor	COL1A2 - SDC1	COL1A2	SDC1
COL2A1_SDC1	COLLAGEN	ECM-Receptor	COL2A1 - SDC1	COL2A1	SDC1
COL4A1_SDC1	COLLAGEN	ECM-Receptor	COL4A1 - SDC1	COL4A1	SDC1
COL4A2_SDC1	COLLAGEN	ECM-Receptor	COL4A2 - SDC1	COL4A2	SDC1
COL4A5_SDC1	COLLAGEN	ECM-Receptor	COL4A5 - SDC1	COL4A5	SDC1
COL4A6_SDC1	COLLAGEN	ECM-Receptor	COL4A6 - SDC1	COL4A6	SDC1
COL6A1_SDC1	COLLAGEN	ECM-Receptor	COL6A1 - SDC1	COL6A1	SDC1
COL6A2_SDC1	COLLAGEN	ECM-Receptor	COL6A2 - SDC1	COL6A2	SDC1
COL6A3_SDC1	COLLAGEN	ECM-Receptor	COL6A3 - SDC1	COL6A3	SDC1
COL9A1_SDC1	COLLAGEN	ECM-Receptor	COL9A1 - SDC1	COL9A1	SDC1
COL9A2_SDC1	COLLAGEN	ECM-Receptor	COL9A2 - SDC1	COL9A2	SDC1
COL9A3_SDC1	COLLAGEN	ECM-Receptor	COL9A3 - SDC1	COL9A3	SDC1
FN1_SDC1	FN1	ECM-Receptor	FN1 - SDC1	FN1	SDC1
TNC_SDC1	TENASCIN	ECM-Receptor	TNC - SDC1	TNC	SDC1
TNXB_SDC1	TENASCIN	ECM-Receptor	TNXB - SDC1	TNXB	SDC1
THBS1_SDC1	THBS	ECM-Receptor	THBS1 - SDC1	THBS1	SDC1
THBS2_SDC1	THBS	ECM-Receptor	THBS2 - SDC1	THBS2	SDC1
THBS3_SDC1	THBS	ECM-Receptor	THBS3 - SDC1	THBS3	SDC1
THBS4_SDC1	THBS	ECM-Receptor	THBS4 - SDC1	THBS4	SDC1
COL1A1_SDC4	COLLAGEN	ECM-Receptor	COL1A1 - SDC4	COL1A1	SDC4
COL1A2_SDC4	COLLAGEN	ECM-Receptor	COL1A2 - SDC4	COL1A2	SDC4
COL2A1_SDC4	COLLAGEN	ECM-Receptor	COL2A1 - SDC4	COL2A1	SDC4
COL4A1_SDC4	COLLAGEN	ECM-Receptor	COL4A1 - SDC4	COL4A1	SDC4
COL4A2_SDC4	COLLAGEN	ECM-Receptor	COL4A2 - SDC4	COL4A2	SDC4
COL4A5_SDC4	COLLAGEN	ECM-Receptor	COL4A5 - SDC4	COL4A5	SDC4
COL4A6_SDC4	COLLAGEN	ECM-Receptor	COL4A6 - SDC4	COL4A6	SDC4
COL6A1_SDC4	COLLAGEN	ECM-Receptor	COL6A1 - SDC4	COL6A1	SDC4
COL6A2_SDC4	COLLAGEN	ECM-Receptor	COL6A2 - SDC4	COL6A2	SDC4
COL6A3_SDC4	COLLAGEN	ECM-Receptor	COL6A3 - SDC4	COL6A3	SDC4
COL9A1_SDC4	COLLAGEN	ECM-Receptor	COL9A1 - SDC4	COL9A1	SDC4
COL9A2_SDC4	COLLAGEN	ECM-Receptor	COL9A2 - SDC4	COL9A2	SDC4
COL9A3_SDC4	COLLAGEN	ECM-Receptor	COL9A3 - SDC4	COL9A3	SDC4
FN1_SDC4	FN1	ECM-Receptor	FN1 - SDC4	FN1	SDC4
TNC_SDC4	TENASCIN	ECM-Receptor	TNC - SDC4	TNC	SDC4
TNXB_SDC4	TENASCIN	ECM-Receptor	TNXB - SDC4	TNXB	SDC4
THBS1_SDC4	THBS	ECM-Receptor	THBS1 - SDC4	THBS1	SDC4
THBS2_SDC4	THBS	ECM-Receptor	THBS2 - SDC4	THBS2	SDC4
THBS3_SDC4	THBS	ECM-Receptor	THBS3 - SDC4	THBS3	SDC4
THBS4_SDC4	THBS	ECM-Receptor	THBS4 - SDC4	THBS4	SDC4
LAMA1_SV2A	LAMININ	ECM-Receptor	LAMA1 - SV2A	LAMA1	SV2A
LAMA2_SV2A	LAMININ	ECM-Receptor	LAMA2 - SV2A	LAMA2	SV2A
LAMA3_SV2A	LAMININ	ECM-Receptor	LAMA3 - SV2A	LAMA3	SV2A
LAMA4_SV2A	LAMININ	ECM-Receptor	LAMA4 - SV2A	LAMA4	SV2A
LAMA5_SV2A	LAMININ	ECM-Receptor	LAMA5 - SV2A	LAMA5	SV2A
LAMB1_SV2A	LAMININ	ECM-Receptor	LAMB1 - SV2A	LAMB1	SV2A
LAMB2_SV2A	LAMININ	ECM-Receptor	LAMB2 - SV2A	LAMB2	SV2A
LAMB3_SV2A	LAMININ	ECM-Receptor	LAMB3 - SV2A	LAMB3	SV2A
LAMC1_SV2A	LAMININ	ECM-Receptor	LAMC1 - SV2A	LAMC1	SV2A
LAMC3_SV2A	LAMININ	ECM-Receptor	LAMC3 - SV2A	LAMC3	SV2A
LAMA1_SV2C	LAMININ	ECM-Receptor	LAMA1 - SV2C	LAMA1	SV2C
LAMA2_SV2C	LAMININ	ECM-Receptor	LAMA2 - SV2C	LAMA2	SV2C
LAMA3_SV2C	LAMININ	ECM-Receptor	LAMA3 - SV2C	LAMA3	SV2C
LAMA4_SV2C	LAMININ	ECM-Receptor	LAMA4 - SV2C	LAMA4	SV2C
LAMA5_SV2C	LAMININ	ECM-Receptor	LAMA5 - SV2C	LAMA5	SV2C
LAMB1_SV2C	LAMININ	ECM-Receptor	LAMB1 - SV2C	LAMB1	SV2C
LAMB2_SV2C	LAMININ	ECM-Receptor	LAMB2 - SV2C	LAMB2	SV2C
LAMB3_SV2C	LAMININ	ECM-Receptor	LAMB3 - SV2C	LAMB3	SV2C
LAMC1_SV2C	LAMININ	ECM-Receptor	LAMC1 - SV2C	LAMC1	SV2C
LAMC3_SV2C	LAMININ	ECM-Receptor	LAMC3 - SV2C	LAMC3	SV2C
THBS1_CD36	THBS	ECM-Receptor	THBS1 - CD36	THBS1	CD36
THBS2_CD36	THBS	ECM-Receptor	THBS2 - CD36	THBS2	CD36
THBS3_CD36	THBS	ECM-Receptor	THBS3 - CD36	THBS3	CD36
THBS4_CD36	THBS	ECM-Receptor	THBS4 - CD36	THBS4	CD36
THBS1_CD47	THBS	ECM-Receptor	THBS1 - CD47	THBS1	CD47
THBS2_CD47	THBS	ECM-Receptor	THBS2 - CD47	THBS2	CD47
THBS3_CD47	THBS	ECM-Receptor	THBS3 - CD47	THBS3	CD47
THBS4_CD47	THBS	ECM-Receptor	THBS4 - CD47	THBS4	CD47
AGRN_DAG1	AGRN	ECM-Receptor	AGRN - DAG1	AGRN	DAG1
HSPG2_DAG1	HSPG	ECM-Receptor	HSPG2 - DAG1	HSPG2	DAG1
LAMA1_DAG1	LAMININ	ECM-Receptor	LAMA1 - DAG1	LAMA1	DAG1
LAMA2_DAG1	LAMININ	ECM-Receptor	LAMA2 - DAG1	LAMA2	DAG1
LAMA3_DAG1	LAMININ	ECM-Receptor	LAMA3 - DAG1	LAMA3	DAG1
LAMA4_DAG1	LAMININ	ECM-Receptor	LAMA4 - DAG1	LAMA4	DAG1
LAMA5_DAG1	LAMININ	ECM-Receptor	LAMA5 - DAG1	LAMA5	DAG1
LAMB1_DAG1	LAMININ	ECM-Receptor	LAMB1 - DAG1	LAMB1	DAG1
LAMB2_DAG1	LAMININ	ECM-Receptor	LAMB2 - DAG1	LAMB2	DAG1
LAMB3_DAG1	LAMININ	ECM-Receptor	LAMB3 - DAG1	LAMB3	DAG1
LAMC1_DAG1	LAMININ	ECM-Receptor	LAMC1 - DAG1	LAMC1	DAG1
LAMC3_DAG1	LAMININ	ECM-Receptor	LAMC3 - DAG1	LAMC3	DAG1
ADGRE5_CD55	ADGRE5	Cell-Cell Contact	ADGRE5 - CD55	ADGRE5	CD55
APP_CD74	APP	Cell-Cell Contact	APP - CD74	APP	CD74
CADM1_CADM1	CADM	Cell-Cell Contact	CADM1 - CADM1	CADM1	CADM1
CADM3_CADM3	CADM	Cell-Cell Contact	CADM3 - CADM3	CADM3	CADM3
CD46_JAG1	CD46	Cell-Cell Contact	CD46 - JAG1	CD46	JAG1
CD99_CD99	CD99	Cell-Cell Contact	CD99 - CD99	CD99	CD99
CD99_CD99L2	CD99	Cell-Cell Contact	CD99 - CD99L2	CD99	CD99L2
CDH4_CDH4	CDH	Cell-Cell Contact	CDH4 - CDH4	CDH4	CDH4
CDH2_CDH2	CDH	Cell-Cell Contact	CDH2 - CDH2	CDH2	CDH2
CDH1_CDH1	CDH	Cell-Cell Contact	CDH1 - CDH1	CDH1	CDH1
CDH1_ITGA1_ITGB1	CDH1	Cell-Cell Contact	CDH1 - (ITGA1+ITGB1)	CDH1	ITGA1,ITGB1
CDH5_CDH5	CDH5	Cell-Cell Contact	CDH5 - CDH5	CDH5	CDH5
CEACAM1_CEACAM5	CEACAM	Cell-Cell Contact	CEACAM1 - CEACAM5	CEACAM1	CEACAM5
SELE_CEACAM1	CEACAM	Cell-Cell Contact	SELE - CEACAM1	SELE	CEACAM1
NFASC_CNTN1_CNTNAP1	CNTN	Cell-Cell Contact	NFASC - (CNTN1+CNTNAP1)	NFASC	CNTN1,CNTNAP1
CNTN2_CNTN2_CNTNAP2	CNTN	Cell-Cell Contact	CNTN2 - (CNTN2+CNTNAP2)	CNTN2	CNTN2,CNTNAP2
CNTN2_L1CAM	CNTN	Cell-Cell Contact	CNTN2 - L1CAM	CNTN2	L1CAM
CNTN2_CNTN2	CNTN	Cell-Cell Contact	CNTN2 - CNTN2	CNTN2	CNTN2
CNTN1_NRCAM	CNTN	Cell-Cell Contact	CNTN1 - NRCAM	CNTN1	NRCAM
CSPG4_ITGA2_ITGB1	CSPG4	Cell-Cell Contact	CSPG4 - (ITGA2+ITGB1)	CSPG4	ITGA2,ITGB1
DSC2_DSG2	DESMOSOME	Cell-Cell Contact	DSC2 - DSG2	DSC2	DSG2
EFNA1_EPHA2	EPHA	Cell-Cell Contact	EFNA1 - EPHA2	EFNA1	EPHA2
EFNA1_EPHA3	EPHA	Cell-Cell Contact	EFNA1 - EPHA3	EFNA1	EPHA3
EFNA1_EPHA4	EPHA	Cell-Cell Contact	EFNA1 - EPHA4	EFNA1	EPHA4
EFNA1_EPHA7	EPHA	Cell-Cell Contact	EFNA1 - EPHA7	EFNA1	EPHA7
EFNA3_EPHA2	EPHA	Cell-Cell Contact	EFNA3 - EPHA2	EFNA3	EPHA2
EFNA3_EPHA3	EPHA	Cell-Cell Contact	EFNA3 - EPHA3	EFNA3	EPHA3
EFNA3_EPHA4	EPHA	Cell-Cell Contact	EFNA3 - EPHA4	EFNA3	EPHA4
EFNA3_EPHA7	EPHA	Cell-Cell Contact	EFNA3 - EPHA7	EFNA3	EPHA7
EFNA4_EPHA2	EPHA	Cell-Cell Contact	EFNA4 - EPHA2	EFNA4	EPHA2
EFNA4_EPHA3	EPHA	Cell-Cell Contact	EFNA4 - EPHA3	EFNA4	EPHA3
EFNA4_EPHA4	EPHA	Cell-Cell Contact	EFNA4 - EPHA4	EFNA4	EPHA4
EFNA4_EPHA7	EPHA	Cell-Cell Contact	EFNA4 - EPHA7	EFNA4	EPHA7
EFNA5_EPHA2	EPHA	Cell-Cell Contact	EFNA5 - EPHA2	EFNA5	EPHA2
EFNA5_EPHA3	EPHA	Cell-Cell Contact	EFNA5 - EPHA3	EFNA5	EPHA3
EFNA5_EPHA4	EPHA	Cell-Cell Contact	EFNA5 - EPHA4	EFNA5	EPHA4
EFNA5_EPHA7	EPHA	Cell-Cell Contact	EFNA5 - EPHA7	EFNA5	EPHA7
EFNA5_EPHB2	EPHA	Cell-Cell Contact	EFNA5 - EPHB2	EFNA5	EPHB2
EFNB1_EPHA4	EPHB	Cell-Cell Contact	EFNB1 - EPHA4	EFNB1	EPHA4
EFNB1_EPHB2	EPHB	Cell-Cell Contact	EFNB1 - EPHB2	EFNB1	EPHB2
EFNB1_EPHB3	EPHB	Cell-Cell Contact	EFNB1 - EPHB3	EFNB1	EPHB3
EFNB1_EPHB4	EPHB	Cell-Cell Contact	EFNB1 - EPHB4	EFNB1	EPHB4
EFNB2_EPHA4	EPHB	Cell-Cell Contact	EFNB2 - EPHA4	EFNB2	EPHA4
EFNB2_EPHB2	EPHB	Cell-Cell Contact	EFNB2 - EPHB2	EFNB2	EPHB2
EFNB2_EPHB3	EPHB	Cell-Cell Contact	EFNB2 - EPHB3	EFNB2	EPHB3
EFNB2_EPHB4	EPHB	Cell-Cell Contact	EFNB2 - EPHB4	EFNB2	EPHB4
EFNB3_EPHA4	EPHB	Cell-Cell Contact	EFNB3 - EPHA4	EFNB3	EPHA4
EFNB3_EPHB2	EPHB	Cell-Cell Contact	EFNB3 - EPHB2	EFNB3	EPHB2
EFNB3_EPHB3	EPHB	Cell-Cell Contact	EFNB3 - EPHB3	EFNB3	EPHB3
EFNB3_EPHB4	EPHB	Cell-Cell Contact	EFNB3 - EPHB4	EFNB3	EPHB4
EFNB3_EPHB6	EPHB	Cell-Cell Contact	EFNB3 - EPHB6	EFNB3	EPHB6
ESAM_ESAM	ESAM	Cell-Cell Contact	ESAM - ESAM	ESAM	ESAM
JAM2_ITGA3_ITGB1	JAM	Cell-Cell Contact	JAM2 - (ITGA3+ITGB1)	JAM2	ITGA3,ITGB1
JAM2_ITGAV_ITGB1	JAM	Cell-Cell Contact	JAM2 - (ITGAV+ITGB1)	JAM2	ITGAV,ITGB1
JAM2_JAM3	JAM	Cell-Cell Contact	JAM2 - JAM3	JAM2	JAM3
F11R_F11R	JAM	Cell-Cell Contact	F11R - F11R	F11R	F11R
F11R_JAM2	JAM	Cell-Cell Contact	F11R - JAM2	F11R	JAM2
F11R_JAM3	JAM	Cell-Cell Contact	F11R - JAM3	F11R	JAM3
JAM2_F11R	JAM	Cell-Cell Contact	JAM2 - F11R	JAM2	F11R
JAM2_JAM2	JAM	Cell-Cell Contact	JAM2 - JAM2	JAM2	JAM2
JAM3_F11R	JAM	Cell-Cell Contact	JAM3 - F11R	JAM3	F11R
JAM3_JAM2	JAM	Cell-Cell Contact	JAM3 - JAM2	JAM3	JAM2
JAM3_JAM3	JAM	Cell-Cell Contact	JAM3 - JAM3	JAM3	JAM3
L1CAM_L1CAM	L1CAM	Cell-Cell Contact	L1CAM - L1CAM	L1CAM	L1CAM
HLA-DPA1_CD4	MHC-II	Cell-Cell Contact	HLA-DPA1 - CD4	HLA-DPA1	CD4
HLA-DPB1_CD4	MHC-II	Cell-Cell Contact	HLA-DPB1 - CD4	HLA-DPB1	CD4
HLA-DQA1_CD4	MHC-II	Cell-Cell Contact	HLA-DQA1 - CD4	HLA-DQA1	CD4
HLA-DQB1_CD4	MHC-II	Cell-Cell Contact	HLA-DQB1 - CD4	HLA-DQB1	CD4
HLA-DRA_CD4	MHC-II	Cell-Cell Contact	HLA-DRA - CD4	HLA-DRA	CD4
HLA-DRB1_CD4	MHC-II	Cell-Cell Contact	HLA-DRB1 - CD4	HLA-DRB1	CD4
MPZ_MPZL1	MPZ	Cell-Cell Contact	MPZ - MPZL1	MPZ	MPZL1
MPZ_MPZ	MPZ	Cell-Cell Contact	MPZ - MPZ	MPZ	MPZ
MPZL1_MPZL1	MPZ	Cell-Cell Contact	MPZL1 - MPZL1	MPZL1	MPZL1
NCAM1_FGFR1	NCAM	Cell-Cell Contact	NCAM1 - FGFR1	NCAM1	FGFR1
NCAM1_NCAM1	NCAM	Cell-Cell Contact	NCAM1 - NCAM1	NCAM1	NCAM1
NCAM1_NCAM2	NCAM	Cell-Cell Contact	NCAM1 - NCAM2	NCAM1	NCAM2
NCAM1_L1CAM	NCAM	Cell-Cell Contact	NCAM1 - L1CAM	NCAM1	L1CAM
NCAM2_L1CAM	NCAM	Cell-Cell Contact	NCAM2 - L1CAM	NCAM2	L1CAM
NECTIN1_CADM3	NECTIN	Cell-Cell Contact	NECTIN1 - CADM3	NECTIN1	CADM3
NECTIN3_NECTIN1	NECTIN	Cell-Cell Contact	NECTIN3 - NECTIN1	NECTIN3	NECTIN1
NECTIN3_NECTIN2	NECTIN	Cell-Cell Contact	NECTIN3 - NECTIN2	NECTIN3	NECTIN2
NECTIN3_PVR	NECTIN	Cell-Cell Contact	NECTIN3 - PVR	NECTIN3	PVR
NECTIN1_NECTIN3	NECTIN	Cell-Cell Contact	NECTIN1 - NECTIN3	NECTIN1	NECTIN3
NEGR1_NEGR1	NEGR	Cell-Cell Contact	NEGR1 - NEGR1	NEGR1	NEGR1
LRRC4C_NTNG1	NGL	Cell-Cell Contact	LRRC4C - NTNG1	LRRC4C	NTNG1
LRRC4B_PTPRF	NGL	Cell-Cell Contact	LRRC4B - PTPRF	LRRC4B	PTPRF
DLK1_NOTCH1	NOTCH	Cell-Cell Contact	DLK1 - NOTCH1	DLK1	NOTCH1
DLK1_NOTCH2	NOTCH	Cell-Cell Contact	DLK1 - NOTCH2	DLK1	NOTCH2
DLK1_NOTCH3	NOTCH	Cell-Cell Contact	DLK1 - NOTCH3	DLK1	NOTCH3
DLK1_NOTCH4	NOTCH	Cell-Cell Contact	DLK1 - NOTCH4	DLK1	NOTCH4
DLL1_NOTCH1	NOTCH	Cell-Cell Contact	DLL1 - NOTCH1	DLL1	NOTCH1
DLL1_NOTCH3	NOTCH	Cell-Cell Contact	DLL1 - NOTCH3	DLL1	NOTCH3
DLL1_NOTCH4	NOTCH	Cell-Cell Contact	DLL1 - NOTCH4	DLL1	NOTCH4
DLL3_NOTCH1	NOTCH	Cell-Cell Contact	DLL3 - NOTCH1	DLL3	NOTCH1
DLL3_NOTCH2	NOTCH	Cell-Cell Contact	DLL3 - NOTCH2	DLL3	NOTCH2
DLL3_NOTCH3	NOTCH	Cell-Cell Contact	DLL3 - NOTCH3	DLL3	NOTCH3
DLL3_NOTCH4	NOTCH	Cell-Cell Contact	DLL3 - NOTCH4	DLL3	NOTCH4
DLL4_NOTCH1	NOTCH	Cell-Cell Contact	DLL4 - NOTCH1	DLL4	NOTCH1
DLL4_NOTCH2	NOTCH	Cell-Cell Contact	DLL4 - NOTCH2	DLL4	NOTCH2
DLL4_NOTCH3	NOTCH	Cell-Cell Contact	DLL4 - NOTCH3	DLL4	NOTCH3
DLL4_NOTCH4	NOTCH	Cell-Cell Contact	DLL4 - NOTCH4	DLL4	NOTCH4
JAG1_NOTCH1	NOTCH	Cell-Cell Contact	JAG1 - NOTCH1	JAG1	NOTCH1
JAG1_NOTCH2	NOTCH	Cell-Cell Contact	JAG1 - NOTCH2	JAG1	NOTCH2
JAG1_NOTCH3	NOTCH	Cell-Cell Contact	JAG1 - NOTCH3	JAG1	NOTCH3
JAG1_NOTCH4	NOTCH	Cell-Cell Contact	JAG1 - NOTCH4	JAG1	NOTCH4
JAG2_NOTCH1	NOTCH	Cell-Cell Contact	JAG2 - NOTCH1	JAG2	NOTCH1
JAG2_NOTCH2	NOTCH	Cell-Cell Contact	JAG2 - NOTCH2	JAG2	NOTCH2
JAG2_NOTCH3	NOTCH	Cell-Cell Contact	JAG2 - NOTCH3	JAG2	NOTCH3
JAG2_NOTCH4	NOTCH	Cell-Cell Contact	JAG2 - NOTCH4	JAG2	NOTCH4
DLL1_NOTCH2	NOTCH	Cell-Cell Contact	DLL1 - NOTCH2	DLL1	NOTCH2
NRXN1_NLGN1	NRXN	Cell-Cell Contact	NRXN1 - NLGN1	NRXN1	NLGN1
NRXN1_NLGN2	NRXN	Cell-Cell Contact	NRXN1 - NLGN2	NRXN1	NLGN2
NRXN1_NLGN3	NRXN	Cell-Cell Contact	NRXN1 - NLGN3	NRXN1	NLGN3
NRXN2_NLGN1	NRXN	Cell-Cell Contact	NRXN2 - NLGN1	NRXN2	NLGN1
NRXN2_NLGN2	NRXN	Cell-Cell Contact	NRXN2 - NLGN2	NRXN2	NLGN2
NRXN2_NLGN3	NRXN	Cell-Cell Contact	NRXN2 - NLGN3	NRXN2	NLGN3
NRXN3_NLGN1	NRXN	Cell-Cell Contact	NRXN3 - NLGN1	NRXN3	NLGN1
NRXN3_NLGN2	NRXN	Cell-Cell Contact	NRXN3 - NLGN2	NRXN3	NLGN2
NRXN3_NLGN3	NRXN	Cell-Cell Contact	NRXN3 - NLGN3	NRXN3	NLGN3
OCLN_OCLN	OCLN	Cell-Cell Contact	OCLN - OCLN	OCLN	OCLN
PECAM1_PECAM1	PECAM1	Cell-Cell Contact	PECAM1 - PECAM1	PECAM1	PECAM1
PTPRM_PTPRM	PTPRM	Cell-Cell Contact	PTPRM - PTPRM	PTPRM	PTPRM
SELE_CD44	SELE	Cell-Cell Contact	SELE - CD44	SELE	CD44
SELE_GLG1	SELE	Cell-Cell Contact	SELE - GLG1	SELE	GLG1
SEMA4A_NRP1_PLXNA1	SEMA4	Cell-Cell Contact	SEMA4A - (NRP1+PLXNA1)	SEMA4A	NRP1,PLXNA1
SEMA4A_NRP1_PLXNA2	SEMA4	Cell-Cell Contact	SEMA4A - (NRP1+PLXNA2)	SEMA4A	NRP1,PLXNA2
SEMA4A_NRP1_PLXNA3	SEMA4	Cell-Cell Contact	SEMA4A - (NRP1+PLXNA3)	SEMA4A	NRP1,PLXNA3
SEMA4A_NRP1_PLXNA4	SEMA4	Cell-Cell Contact	SEMA4A - (NRP1+PLXNA4)	SEMA4A	NRP1,PLXNA4
SEMA4A_PLXNB1	SEMA4	Cell-Cell Contact	SEMA4A - PLXNB1	SEMA4A	PLXNB1
SEMA4A_PLXNB2	SEMA4	Cell-Cell Contact	SEMA4A - PLXNB2	SEMA4A	PLXNB2
SEMA4D_PLXNB1	SEMA4	Cell-Cell Contact	SEMA4D - PLXNB1	SEMA4D	PLXNB1
SEMA4D_PLXNB2	SEMA4	Cell-Cell Contact	SEMA4D - PLXNB2	SEMA4D	PLXNB2
SEMA4C_PLXNB2	SEMA4	Cell-Cell Contact	SEMA4C - PLXNB2	SEMA4C	PLXNB2
SEMA4G_PLXNB2	SEMA4	Cell-Cell Contact	SEMA4G - PLXNB2	SEMA4G	PLXNB2
SEMA5A_PLXNA1	SEMA5	Cell-Cell Contact	SEMA5A - PLXNA1	SEMA5A	PLXNA1
SEMA5B_PLXNA1	SEMA5	Cell-Cell Contact	SEMA5B - PLXNA1	SEMA5B	PLXNA1
SEMA5A_PLXNA3	SEMA5	Cell-Cell Contact	SEMA5A - PLXNA3	SEMA5A	PLXNA3
SEMA5B_PLXNA3	SEMA5	Cell-Cell Contact	SEMA5B - PLXNA3	SEMA5B	PLXNA3
SEMA6D_PLXNA1_KDR	SEMA6	Cell-Cell Contact	SEMA6D - (PLXNA1+KDR)	SEMA6D	PLXNA1,KDR
SEMA6D_PLXNA1	SEMA6	Cell-Cell Contact	SEMA6D - PLXNA1	SEMA6D	PLXNA1
SEMA6A_PLXNA2	SEMA6	Cell-Cell Contact	SEMA6A - PLXNA2	SEMA6A	PLXNA2
SEMA6B_PLXNA2	SEMA6	Cell-Cell Contact	SEMA6B - PLXNA2	SEMA6B	PLXNA2
SEMA6A_PLXNA4	SEMA6	Cell-Cell Contact	SEMA6A - PLXNA4	SEMA6A	PLXNA4
SEMA6B_PLXNA4	SEMA6	Cell-Cell Contact	SEMA6B - PLXNA4	SEMA6B	PLXNA4
ITGA4_ITGB1_VCAM1	VCAM	Cell-Cell Contact	ITGA4 - (ITGB1+VCAM1)	ITGA4	ITGB1,VCAM1
ITGA9_ITGB1_VCAM1	VCAM	Cell-Cell Contact	ITGA9 - (ITGB1+VCAM1)	ITGA9	ITGB1,VCAM1
VSIR_IGSF11	VISTA	Cell-Cell Contact	VSIR - IGSF11	VSIR	IGSF11
TGFB1_TGFBR1	TGFb	Secreted Signaling	TGFB1 - TGFBR1	TGFB1	TGFBR1
TGFB1_TGFBR2	TGFb	Secreted Signaling	TGFB1 - TGFBR2	TGFB1	TGFBR2
TGFB2_TGFBR1	TGFb	Secreted Signaling	TGFB2 - TGFBR1	TGFB2	TGFBR1
TGFB2_TGFBR2	TGFb	Secreted Signaling	TGFB2 - TGFBR2	TGFB2	TGFBR2
TGFB3_TGFBR1	TGFb	Secreted Signaling	TGFB3 - TGFBR1	TGFB3	TGFBR1
TGFB3_TGFBR2	TGFb	Secreted Signaling	TGFB3 - TGFBR2	TGFB3	TGFBR2
TGFB1_ACVR1B	TGFb	Secreted Signaling	TGFB1 - ACVR1B	TGFB1	ACVR1B
